"Liturgical Year","Date","Day of Week","Class","Obligatory","Colour","Mass","Commemoration","Folder"
2019,6-8-2019,"Tuesday","II","","white","On the Transfiguration of our Lord Jesus Christ, II class","Com. of Ss. Xystus II Pope, Felicissimus, and Agapitus Martyrs.","./1962/8/6/"
2019,7-8-2019,"Wednesday","III","","white","St. Cajetan Confessor, III class","Com. of St. Donatus Bishop and Martyr.","./1962/8/7/"
2019,8-8-2019,"Thursday","III","","red","St. John Mary Vianney Confessor and Priest, III class","Com. of Ss. Cyriacus, Largus, and Smaragdus Martyrs.","./1962/8/8/"
2019,9-8-2019,"Friday","III","","white","Vigil, III class","Com. of St. Romanus Martyr.","./1962/8/9/"
2019,10-8-2019,"Saturday","II","","red","St. Laurence Martyr, II class.","","./1962/8/10/"
2019,11-8-2019,"Sunday","II","+","green","9th Sunday After Pentecost","","./1962/Pentecost/9/Sunday/"
2019,12-8-2019,"Monday","III","","white","St. Clare Virgin, III class.","","./1962/8/12/"
2019,13-8-2019,"Tuesday","IV","","green","Feria","Commemoration of Ss. Hippolytus and Cassian Martyrs, Comm.","./1962/8/13/"
2019,14-8-2019,"Wednesday","II","","white","Vigil, II class","Com. of St. Eusebius Confessor.","./1962/8/14/"
2019,15-8-2019,"Thursday","I","+","white","On the Assumption of the Blessed Virgin Mary, I class.","","./1962/8/15/"
2019,16-8-2019,"Friday","II","","white","St. Joachim Father of the Blessed Virgin Mary, Confessor, II class.","","./1962/8/16/"
2019,17-8-2019,"Saturday","III","","white","St. Hyacinth of Poland Confessor, III class.","","./1962/8/17/"
2019,18-8-2019,"Sunday","II","+","green","10th Sunday After Pentecost","","./1962/Pentecost/10/Sunday/"
2019,19-8-2019,"Monday","III","","white","St. John Eudes Confessor, III class.","","./1962/8/19/"
2019,20-8-2019,"Tuesday","III","","white","St. Bernard Abbot and Doctor of the Church, III class.","","./1962/8/20/"
2019,21-8-2019,"Wednesday","III","","white","St. Jane Frances de Chantal Widow, III class.","","./1962/8/21/"
2019,22-8-2019,"Thursday","II","+","white","Immaculate Heart of the Blessed Virgin Mary, II class","Com. of Ss. Timothy and Companions Martyrs.","./1962/8/22/"
2019,23-8-2019,"Friday","III","","white","St. Philip Benizi Confessor, III class.","","./1962/8/23/"
2019,24-8-2019,"Saturday","II","","red","St. Bartholomew Apostle, II class.","","./1962/8/24/"
2019,25-8-2019,"Sunday","II","+","green","11th Sunday After Pentecost","","./1962/Pentecost/11/Sunday/"
2019,26-8-2019,"Monday","IV","","green","Feria","Commemoration of St. Zephyrinus Pope Martyr, Comm.","./1962/8/26/"
2019,27-8-2019,"Tuesday","III","","white","St. Joseph Calasanctius Confessor, III class.","","./1962/8/27/"
2019,28-8-2019,"Wednesday","III","","white","St. Augustine Bishop, Confessor, and Doctor of the Church, III class","Com. of St. Hermes Martyr.","./1962/8/28/"
2019,29-8-2019,"Thursday","III","","red","On the Beheading of St. John the Baptist, III class","Com. of St. Sabina Martyr.","./1962/8/29/"
2019,30-8-2019,"Friday","III","","white","St. Rose of Lima Virgin, III class","Com. of Ss. Felix and Adauctus Martyrs.","./1962/8/30/"
2019,31-8-2019,"Saturday","III","","white","St. Raymond Nonnatus Confessor, III class.","","./1962/8/31/"
2019,1-9-2019,"Sunday","II","+","green","12th Sunday After Pentecost","","./1962/Pentecost/12/Sunday/"
2019,2-9-2019,"Monday","III","","white","St. Stephen King, Confessor, III class.","","./1962/9/2/"
2019,3-9-2019,"Tuesday","III","","white","St. Pius X Pope and Confessor, III class.","","./1962/9/3/"
2019,4-9-2019,"Wednesday","IV","","green","Feria","","./1962/9/4/"
2019,5-9-2019,"Thursday","III","","white","St. Laurence Justinian Bishop and Confessor, III class.","","./1962/9/5/"
2019,6-9-2019,"Friday","IV","","green","Feria","","./1962/9/6/"
2019,7-9-2019,"Saturday","IV","","white","Saturday of Our Lady","","./1962/9/7/"
2019,8-9-2019,"Sunday","II","+","white","13th Sunday After Pentecost","On the Nativity of the Blessed Virgin Mary, II class","./1962/Pentecost/13/Sunday/"
2019,9-9-2019,"Monday","IV","","green","Feria","Commemoration of St. Gorgonius Martyr, Comm.","./1962/9/9/"
2019,10-9-2019,"Tuesday","III","","white","St. Nicholas of Tolentino Confessor, III class.","","./1962/9/10/"
2019,11-9-2019,"Wednesday","IV","","green","Feria","Commemoration of Ss. Protus and Hyacinth Martyrs, Comm.","./1962/9/11/"
2019,12-9-2019,"Thursday","III","","white","The Most Holy Name of Mary, III class.","","./1962/9/12/"
2019,13-9-2019,"Friday","IV","","green","Feria","","./1962/9/13/"
2019,14-9-2019,"Saturday","II","","red","On the Exaltation of the Holy Cross, II class.","","./1962/9/14/"
2019,15-9-2019,"Sunday","II","+","white","14th Sunday After Pentecost","Seven Sorrows of the Blessed Virgin Mary, II class","./1962/Pentecost/14/Sunday/"
2019,16-9-2019,"Monday","III","","red","St. Cornelius Pope and St. Cyprian Bishop, Martyrs, III class","Com. of Ss. Euphemia Virgin, Lucy and Geminianus Martyrs.","./1962/9/16/"
2019,17-9-2019,"Tuesday","IV","","green","Feria","Commemoration of the Impression of the sacred Stigmata of St. Francis Confessor, Comm.","./1962/9/17/"
2019,18-9-2019,"Wednesday","II","","violet","Ember Wednesday","","./1962/Pentecost/Ember/Wednesday/"
2019,19-9-2019,"Thursday","III","","red","St. Januarius Bishop and Companions Martyrs, III class.","","./1962/9/19/"
2019,20-9-2019,"Friday","II","","violet","Ember Friday","","./1962/Pentecost/Ember/Friday/"
2019,21-9-2019,"Saturday","II","","red","St. Matthew Apostle and Evangelist, II class.","Ember Saturday","./1962/Pentecost/Ember/Saturday/"
2019,22-9-2019,"Sunday","II","+","green","15th Sunday After Pentecost","","./1962/Pentecost/15/Sunday/"
2019,23-9-2019,"Monday","III","","red","St. Linus Pope and Martyr, III class","Com. of St. Thecla Virgin and Martyr.","./1962/9/23/"
2019,24-9-2019,"Tuesday","IV","","green","Feria","Commemoration of Our Lady of Ransom, Comm.","./1962/9/24/"
2019,25-9-2019,"Wednesday","IV","","green","Feria","","./1962/9/25/"
2019,26-9-2019,"Thursday","IV","","green","Feria","Commemoration of Ss. Cyprian and Justina Virgin, Martyrs, Comm.","./1962/9/26/"
2019,27-9-2019,"Friday","III","","red","Ss. Cosmas and Damian Martyrs, III class.","","./1962/9/27/"
2019,28-9-2019,"Saturday","III","","red","St. Wenceslaus Duke, Martyr, III class.","","./1962/9/28/"
2019,29-9-2019,"Sunday","I","","white","On the Dedication of St. Michael Archangel, I class.","16th Sunday After Pentecost","./1962/Pentecost/16/Sunday/"
2019,30-9-2019,"Monday","III","","white","St. Jerome Priest, Confessor, and Doctor of the Church, III class.","","./1962/9/30/"
2019,1-10-2019,"Tuesday","IV","","green","Feria","Commemoration of St. Remigius Bishop and Confessor, Comm.","./1962/10/1/"
2019,2-10-2019,"Wednesday","III","","white","The Holy Guardian Angels, Greater III class.","","./1962/10/2/"
2019,3-10-2019,"Thursday","III","","white","St. Teresa of the Child Jesus Virgin, III class.","","./1962/10/3/"
2019,4-10-2019,"Friday","III","","white","St. Francis of Assisi Confessor, III class.","","./1962/10/4/"
2019,5-10-2019,"Saturday","IV","","white","Saturday of Our Lady","Commemoration of St. Placid and companions Martyrs, Comm.","./1962/10/5/"
2019,6-10-2019,"Sunday","II","+","green","17th Sunday After Pentecost","","./1962/Pentecost/17/Sunday/"
2019,7-10-2019,"Monday","II","","white","Blessed Virgin Mary of the Rosary, II class","Com. of St. Mark Pope and Confessor.","./1962/10/7/"
2019,8-10-2019,"Tuesday","III","","white","St. Bridget Widow, III class","Com. of Ss. Sergius, Bacchus, Marcellus and Apuleius Martyrs.","./1962/10/8/"
2019,9-10-2019,"Wednesday","III","","white","St. John Leonard Confessor, III class","Com. of St. Denis Bishop, Rusticus Priest, and Eleutherius Martyrs.","./1962/10/9/"
2019,10-10-2019,"Thursday","III","","white","St. Francis Borgia Confessor, III class.","","./1962/10/10/"
2019,11-10-2019,"Friday","II","","white","The Maternity of the Blessed Virgin Mary, II class.","","./1962/10/11/"
2019,12-10-2019,"Saturday","IV","","white","Saturday of Our Lady","","./1962/10/12/"
2019,13-10-2019,"Sunday","II","+","green","18th Sunday After Pentecost","","./1962/Pentecost/18/Sunday/"
2019,14-10-2019,"Monday","III","","red","St. Callistus I Pope and Martyr, III class.","","./1962/10/14/"
2019,15-10-2019,"Tuesday","III","","white","St. Teresa Virgin, III class.","","./1962/10/15/"
2019,16-10-2019,"Wednesday","III","","white","St. Hedwig Widow, III class.","","./1962/10/16/"
2019,17-10-2019,"Thursday","III","","white","St. Margaret Mary Alacoque Virgin, III class.","","./1962/10/17/"
2019,18-10-2019,"Friday","II","","red","St. Luke Evangelist, II class.","","./1962/10/18/"
2019,19-10-2019,"Saturday","III","","white","St. Peter of Alcantara Confessor, III class.","","./1962/10/19/"
2019,20-10-2019,"Sunday","II","+","green","19th Sunday After Pentecost","","./1962/Pentecost/19/Sunday/"
2019,21-10-2019,"Monday","IV","","green","Feria","Commemoration of St. Hilarion Abbot, Comm.","./1962/10/21/"
2019,22-10-2019,"Tuesday","IV","","green","Feria","","./1962/10/22/"
2019,23-10-2019,"Wednesday","III","","white","St. Anthony Mary Claret Bishop and Confessor, III class.","","./1962/10/23/"
2019,24-10-2019,"Thursday","III","","white","St. Raphael Archangel, III class.","","./1962/10/24/"
2019,25-10-2019,"Friday","IV","","green","Feria","Commemoration of Ss. Chrysanthus and Daria Martyrs, Comm.","./1962/10/25/"
2019,26-10-2019,"Saturday","IV","","white","Saturday of Our Lady","Commemoration of St. Evaristus Pope and Martyr, Comm.","./1962/10/26/"
2019,27-10-2019,"Sunday","I","+","white","Feast of Christ the King","","./1962/Pentecost/ChristusRex/"
2019,28-10-2019,"Monday","II","","red","Ss. Simon and Jude Apostles, II class.","","./1962/10/28/"
2019,29-10-2019,"Tuesday","IV","","green","Feria","","./1962/10/29/"
2019,30-10-2019,"Wednesday","IV","","green","Feria","","./1962/10/30/"
2019,31-10-2019,"Thursday","IV","","green","Feria","","./1962/10/31/"
2019,1-11-2019,"Friday","I","+","white","All Saints, I class.","","./1962/11/1/"
2019,2-11-2019,"Saturday","I","","black","Commemoration of all the Faithful Departed","","./1962/11/2/"
2019,3-11-2019,"Sunday","II","+","green","21st Sunday After Pentecost","","./1962/Pentecost/21/Sunday/"
2019,4-11-2019,"Monday","III","","black","Daily Mass for the Dead - For All the Faithful Departed","","./1962/11/4/"
2019,5-11-2019,"Tuesday","III","","black","Daily Mass for the Dead - For All the Faithful Departed","","./1962/11/5/"
2019,6-11-2019,"Wednesday","III","","black","Daily Mass for the Dead - For All the Faithful Departed","","./1962/11/6/"
2019,7-11-2019,"Thursday","III","","black","Daily Mass for the Dead - For All the Faithful Departed","","./1962/11/7/"
2019,8-11-2019,"Friday","III","","black","Daily Mass for the Dead - For All the Faithful Departed","","./1962/11/8/"
2019,9-11-2019,"Saturday","II","","white","On the Dedication of the Archbasilica of the most Holy Saviour, II class","Com. of St. Theodore Martyr.","./1962/11/9/"
2019,10-11-2019,"Sunday","II","+","green","22nd Sunday After Pentecost","","./1962/Pentecost/22/Sunday/"
2019,11-11-2019,"Monday","III","","white","St. Martin Bishop and Confessor, III class","Com. of St. Mennas Martyr.","./1962/11/11/"
2019,12-11-2019,"Tuesday","III","","white","St. Martin I Pope and Martyr, III class.","","./1962/11/12/"
2019,13-11-2019,"Wednesday","III","","white","St. Didacus Confessor, III class.","","./1962/11/13/"
2019,14-11-2019,"Thursday","III","","red","St. Josaphat Bishop and Martyr, III class.","","./1962/11/14/"
2019,15-11-2019,"Friday","III","","white","St. Albert the Great Bishop, Confessor, and Doctor of the Church, III class.","","./1962/11/15/"
2019,16-11-2019,"Saturday","III","","white","St. Gertrude Virgin, III class.","","./1962/11/16/"
2019,17-11-2019,"Sunday","II","+","green","23rd Sunday After Pentecost","","./1962/Pentecost/23/Sunday/"
2019,18-11-2019,"Monday","III","","white","On the Dedication of the Basilicas of Ss. Peter and Paul, III class.","","./1962/11/18/"
2019,19-11-2019,"Tuesday","III","","white","St. Elizabeth Widow, III class","Com. of St. Pontianus Pope and Martyr.","./1962/11/19/"
2019,20-11-2019,"Wednesday","III","","white","St. Felix of Valois Confessor, III class.","","./1962/11/20/"
2019,21-11-2019,"Thursday","III","","white","On the Presentation of the Blessed Virgin Mary, III class.","","./1962/11/21/"
2019,22-11-2019,"Friday","III","","red","St. Cecilia Virgin and Martyr, III class.","","./1962/11/22/"
2019,23-11-2019,"Saturday","III","","red","St. Clement I Pope and Martyr, III class","Com. of St. Felicitas Martyr.","./1962/11/23/"
2019,24-11-2019,"Sunday","II","+","green","24th and Last Sunday after Pentecost","","./1962/Pentecost/Last/Sunday/"
2019,25-11-2019,"Monday","III","","white","St. Catherine Virgin and Martyr, III class.","","./1962/11/25/"
2019,26-11-2019,"Tuesday","III","","white","St. Sylvester Abbot, III class","Com. of St. Peter of Alexandria Bishop and Martyr.","./1962/11/26/"
2019,27-11-2019,"Wednesday","IV","","green","Feria","","./1962/11/27/"
2019,28-11-2019,"Thursday","IV","","green","Feria","","./1962/11/28/"
2019,29-11-2019,"Friday","IV","","green","Feria","Commemoration of St. Saturninus, Comm.","./1962/11/29/"
2019,30-11-2019,"Saturday","II","","red","St. Andrew Apostle, II class.","","./1962/11/30/"
